1	1250855	1250859
1	1470933	1470937
1	1470951	1470952
1	8384563	8384581
1	10683135	10683137
1	10683137	10683138
1	10683141	10683143
1	10683220	10683221
1	10683224	10683226
1	16200708	16200709
1	26488154	26488157
1	26488157	26488158
1	26488226	26488227
1	26488232	26488235
1	26488356	26488357
1	32508281	32508282
1	35824788	35824793
1	35824791	35824792
1	35824796	35824797
1	36316673	36316675
1	36316683	36316684
1	40029593	40029597
1	40029595	40029601
1	40035672	40035720
1	48865192	48865195
1	48865194	48865195
1	50569851	50569853
1	52135193	52135194
1	52135201	52135204
1	70518838	70518839
1	70518871	70518877
1	70518874	70518875
1	86047345	86047347
1	87810581	87810582
1	92634386	92634387
1	94312527	94312529
1	107963695	107963696
1	111717588	111717589
1	111717592	111717595
1	111717609	111717612
1	111717611	111717612
1	115323201	115323234
1	116940480	116940481
1	150238512	150238513
1	153615870	153615871
1	154242787	154242788
1	154242844	154242847
1	154522687	154522688
1	154522703	154522704
1	155057665	155057666
1	155151272	155151273
1	172062897	172062899
1	173795931	173795933
1	179090702	179090704
1	179090710	179090711
1	179090714	179090717
1	200376451	200376455
1	201757825	201757829
1	228645087	228645089
1	228645090	228645096
1	228645102	228645105
1	228645104	228645105
1	240255484	240255486
1	240255487	240255488
2	20511323	20511324
2	20526136	20526138
2	33810322	33810323
2	38523096	38523097
2	38523105	38523108
2	42720237	42720238
2	74329308	74329309
2	79253986	79253987
2	79253999	79254000
2	100041388	100041390
2	118851235	118851239
2	145275169	145275170
2	145275207	145275208
2	160205593	160205594
2	160205599	160205600
2	160205603	160205605
2	172967132	172967136
2	172967141	172967148
2	172967165	172967166
2	172967170	172967173
2	176973882	176973885
2	176973888	176973889
2	176973894	176973897
2	177036481	177036484
2	177036484	177036487
2	177036489	177036490
2	177036491	177036492
2	178576480	178576481
2	179296981	179296994
2	179296984	179297009
2	191792218	191792219
2	201846137	201846138
2	201846142	201846145
2	202591376	202591385
2	202591378	202591380
2	209169526	209169527
2	209189022	209189024
2	210835480	210835486
2	210835749	210835750
2	210835755	210835764
2	219824870	219824871
2	219824873	219824876
2	219922143	219922145
2	219922144	219922147
2	220379406	220379408
2	220379544	220379550
2	233997594	233997595
2	236578873	236578874
2	241401823	241401824
3	10373723	10373724
3	23932106	23932107
3	48445892	48445894
3	50004956	50004958
3	65387164	65387165
3	65387208	65387209
3	67054190	67054191
3	71021128	71021130
3	71021138	71021139
3	101370528	101370529
3	124951458	124951459
3	124951462	124951464
3	127642691	127642695
3	127642694	127642695
3	127642696	127642697
3	127872594	127872597
3	127872599	127872602
3	127872601	127872604
3	129324602	129324603
3	129324610	129324615
3	135869953	135869954
3	135869960	135869962
3	173993325	173993326
3	179691050	179691051
3	179691054	179691057
3	186507067	186507070
3	195507362	195507363
3	195507374	195507375
3	195507857	195508002
3	195508107	195508156
3	195510748	195510797
3	195513412	195513509
3	195956725	195956726
4	2061284	2061287
4	2061286	2061287
4	23797377	23797378
4	23797382	23797384
4	23797424	23797426
4	26585792	26585793
4	31144398	31144399
4	31144404	31144407
4	62894678	62894681
4	78641490	78641492
4	105412458	105412459
4	142053773	142053777
4	142053797	142053798
4	144449097	144449099
4	144449109	144449111
4	144459863	144459864
5	256433	256434
5	376666	376713
5	36985992	36985993
5	36996487	36996488
5	36996491	36996493
5	36996521	36996522
5	64510053	64510060
5	65452036	65452037
5	65460484	65460498
5	96314972	96314973
5	96314977	96314980
5	119800216	119800217
5	119800220	119800223
5	122152524	122152525
5	141233629	141233632
5	141233630	141233632
5	176024179	176024192
5	176900537	176900539
5	176959085	176959086
5	176959171	176959173
5	176959244	176959245
5	176959252	176959257
5	179048064	179048065
5	179048111	179048112
5	179048203	179048204
5	179048210	179048213
6	1611560	1611564
6	1611567	1611568
6	7585214	7585215
6	7585220	7585224
6	15496735	15496736
6	15496741	15496742
6	17601122	17601127
6	27419837	27419838
6	27419846	27419849
6	32548655	32548656
6	32551867	32551869
6	32551873	32551876
6	32551875	32551876
6	32557525	32557526
6	32557604	32557605
6	32557607	32557610
6	32609237	32609238
6	43128597	43128598
6	43738533	43738534
6	44376288	44376291
6	44393926	44393931
6	44393927	44393947
6	50805565	50805566
6	50805573	50805577
6	50805675	50805676
6	50805679	50805682
6	76372963	76372964
6	84646012	84646015
6	84646016	84646017
6	99851820	99851823
6	108224598	108224599
6	108243114	108243118
6	133833984	133833994
6	139094628	139094632
6	143095265	143095266
6	149699335	149699338
6	149699337	149699338
6	157100250	157100257
6	158924997	158924998
6	158925036	158925037
6	158925041	158925046
6	159166615	159166616
6	159166618	159166621
6	160132860	160132862
6	160169512	160169513
7	14026181	14026183
7	14026202	14026203
7	14026215	14026222
7	15652191	15652193
7	27204957	27204960
7	32919263	32919264
7	40132628	40132629
7	45614787	45614826
7	72413534	72413541
7	76069659	76069660
7	84628996	84628999
7	84628999	84629000
7	100028705	100028707
7	100028706	100028709
7	105283452	105283453
7	105283464	105283468
7	105283466	105283467
7	127014158	127014159
7	127014339	127014340
7	142168497	142168498
7	142168501	142168505
7	142223952	142223955
7	142231799	142231801
7	142231804	142231807
7	142460427	142460428
7	147183005	147183006
7	150884265	150884266
7	155295803	155295804
8	609872	609873
8	11058717	11058718
8	11058762	11058763
8	21938602	21938610
8	26372076	26372077
8	32600170	32600171
8	32600336	32600337
8	32600351	32600352
8	32600358	32600361
8	37756709	37756716
8	38175603	38175608
8	53586734	53586735
8	53586737	53586740
